titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
Today 11-19-2018,Juan,Rated 5 out of 5 stars,US,1 review,2018-11-20T04:35:20.000Z,,"Today 11-19-2018. The tech was outstanding!  He knew what the problem was.  It was an out dated software.  The other tech I spoke to a couple of days did not know that and I spent an hour and a half on the phone.  Additionally,  we had to reorder another phone  because they thought it was a I watch phone software  issue.  Oh figure!"
Fast and efficient I couldn't be…,Ella,Rated 5 out of 5 stars,US,1 review,2018-11-20T04:31:10.000Z,,Fast and efficient I couldn't be happier.
Gear watch,Josette,Rated 5 out of 5 stars,US,1 review,2018-11-20T03:56:12.000Z,,My gear watch stopped working. I had the replacement within two days
Good service and very fast on phone…,Mai Huong,Rated 5 out of 5 stars,US,1 review,2018-11-20T03:44:19.000Z,,Good service and very fast on phone replacement.
Extremely helpful and honest…,Michael,Rated 5 out of 5 stars,US,1 review,2018-11-20T03:37:35.000Z,,Extremely helpful and honest professional and sincere
Awesome!!!!,Heather,Rated 5 out of 5 stars,US,1 review,2018-11-20T03:18:12.000Z,,Awesome!!!!! The transition was seamless. Thumbs up to you staff. Phone was set up as if I didnt even get a new phone except for everything works perfect. Thanks again.
Easy peasy,Vance,Rated 5 out of 5 stars,US,1 review,2018-11-20T03:17:29.000Z,,Pretty easy process. Quick shipping
Fast delivery,Byrd,Rated 5 out of 5 stars,US,1 review,2018-11-20T03:15:08.000Z,,Fast delivery. Awesome customer service!!
Quick shipping,Richard,Rated 5 out of 5 stars,US,1 review,2018-11-20T03:06:38.000Z,,"Quick shipping, had my phone the next day!"
the store is very helpful in sapulpa ok,Willam garrow ,Rated 5 out of 5 stars,US,1 review,2018-11-20T02:24:18.000Z,,
I would recommend Asurion to all my…,Regina,Rated 5 out of 5 stars,US,1 review,2018-11-20T01:57:02.000Z,,I would recommend Asurion to all my friends and family. I access my account online it is fast and easy!
great,Jimmy's Restaurant,Rated 5 out of 5 stars,US,1 review,2018-11-20T01:51:24.000Z,,service was great
Great Service,SANDMAN TBD,Rated 5 out of 5 stars,US,1 review,2018-11-20T01:40:24.000Z,,"Great Service, thank you!"
GREAT ASSISTANCE,Susan,Rated 4 out of 5 stars,US,1 review,2018-11-20T01:15:41.000Z,,GREAT ASSISTANCETHE ASSISTANCE I RECEIVED WAS VERY PROFESSIONAL ANDCOURTEOUS.
This was a very fast and easy process,JESSICA S,Rated 5 out of 5 stars,US,1 review,2018-11-20T00:22:57.000Z,,This was a very fast and easy process. I had my new phone in 24 hours.
Quick & No-Hassle Process,Barbara,Rated 5 out of 5 stars,US,1 review,2018-11-20T00:22:47.000Z,,"Thank you for making this so easy to submit my claim.  I almost forgot about having insurance and didn't know if it would be covered, but it was.  Thanks for the quick response."
Dissatisfied,Donna,Rated 1 out of 5 stars,US,1 review,2018-11-19T23:14:43.000Z,,We have had 8 t replacement devices and my daughter still has not gotten one to work. Very Dissatisfied! I only gave one star because I couldn’t give zero stars
It went smoothly to get my new phone,Dusti,Rated 4 out of 5 stars,US,1 review,2018-11-19T22:21:14.000Z,,"It went smoothly to get my new phone.  However, I find it strange how to activate your new phone you have to call in but how are you supposed to call when you don’t have a phone. It took me some time to find someone you would let me borrow their phone. You should be able to activate a via online."
Easy to use and replacement received…,Christy,Rated 5 out of 5 stars,US,2 reviews,2018-11-19T22:16:47.000Z,,Easy to use and replacement received quickly.
Easy to file claim online,Loretta,Rated 5 out of 5 stars,US,1 review,2018-11-19T22:12:45.000Z,,Easy to file claim online - got my new phone in less than 24 hours! Great job!
Pretty Decent,Alma,Rated 4 out of 5 stars,US,1 review,2018-11-19T21:53:33.000Z,,"I received my replacement phone pretty quickly, I did have some minor issues with the new phone but it works."
WE ARE VERY HAPPY WITH EVERTHING.,Auto Select,Rated 5 out of 5 stars,US,2 reviews,2018-11-19T21:43:50.000Z,,
Went smooth and quick.,Ashley,Rated 5 out of 5 stars,US,2 reviews,2018-11-19T21:33:28.000Z,,
I’m very pleased and grateful for the help,Emerita,Rated 5 out of 5 stars,US,1 review,2018-11-19T21:12:27.000Z,,I got helped quickly and my device was delivered the next day .
I was very pleased to receive my…,Suzi,Rated 5 out of 5 stars,US,1 review,2018-11-19T21:11:36.000Z,,"I was very pleased to receive my replacement phone and excellent tech support within two days of my theft, truly appreciate the speed and service. Thank you"
I received great customer service,KATHRYN,Rated 5 out of 5 stars,US,1 review,2018-11-19T20:55:13.000Z,,"I received great customer service. My claim was quickly handled, I was very satisfied!"
I wish all those forms weren't…,AAG,Rated 4 out of 5 stars,US,1 review,2018-11-19T20:07:56.000Z,,I wish all those forms weren't necessary but oh well.
Excellent service,Jacqueline,Rated 5 out of 5 stars,US,1 review,2018-11-19T19:33:25.000Z,,
fast/easy,Robert,Rated 5 out of 5 stars,US,1 review,2018-11-19T19:30:17.000Z,,they were a great help and made it very easy
good service,bhaskararao,Rated 5 out of 5 stars,US,2 reviews,2018-11-19T19:30:15.000Z,,
The personal giving me the right…,Luis,Rated 5 out of 5 stars,US,1 review,2018-11-19T19:15:37.000Z,,The personal giving me the right process for claims my device and good acting with the person and professionalism thanks
Easy as pie to do on line,Friend,Rated 5 out of 5 stars,US,3 reviews,2018-11-19T19:13:56.000Z,,Easy as pie to do on line.  Very fast turn around
Great service fast service :),Ana,Rated 5 out of 5 stars,US,1 review,2018-11-19T19:12:20.000Z,,
My new phone got to me very quickly,Chelsea,Rated 4 out of 5 stars,US,1 review,2018-11-19T19:05:16.000Z,,My new phone got to me very quickly. The only flaw was the website said my deductiable would be only $49 but turned out to he $168.
all went smothly,Robyn,Rated 5 out of 5 stars,US,1 review,2018-11-19T19:04:11.000Z,,
Quick and reliable.,Kristine,Rated 5 out of 5 stars,US,1 review,2018-11-19T18:53:22.000Z,,
Asurion and ATT&T,Kelsie,Rated 5 out of 5 stars,US,1 review,2018-11-19T18:53:10.000Z,,Asurion sent me my replacement phone and a simple case. I went to my local AT&T store and CJ was an awesome help! Great customer service is why I stick with AT&T! Thank you! 😁😁😁
Service was great,D. S.,Rated 5 out of 5 stars,US,1 review,2018-11-19T18:48:14.000Z,,Service was great. Getting phone service reestablished was easy. The phone was back ordered but I don't think Asurion was at fault.
First phone would not take text…,FRANK L,Rated 4 out of 5 stars,US,1 review,2018-11-19T18:42:07.000Z,,First phone would not take text messages so we called and you sent us a new updated phone
Very prompt  to uphold of the end of…,DANIEL E,Rated 5 out of 5 stars,US,1 review,2018-11-19T17:22:25.000Z,,Very prompt  to uphold of the end of their bargain
Phone promptly delivered,Richard,Rated 5 out of 5 stars,US,2 reviews,2018-11-19T16:16:12.000Z,,
Company lived up to our expectations…,JAMES R,Rated 4 out of 5 stars,US,1 review,2018-11-19T16:05:01.000Z,,Company lived up to our expectations when purchasing the insurance for a technological product.
Friendly and fast service,JR,Rated 5 out of 5 stars,US,3 reviews,2018-11-19T15:29:07.000Z,,Friendly and fast service. Thank you.
They were very fast no complaints here .,Shawn,Rated 5 out of 5 stars,US,1 review,2018-11-19T15:10:13.000Z,,
My daughter broke her phone,Denise,Rated 5 out of 5 stars,US,1 review,2018-11-19T14:53:50.000Z,,"My daughter broke her phone, and they had a replacement phone to us the next day"
All smiles on this end!!!,TERRI F,Rated 5 out of 5 stars,US,1 review,2018-11-19T14:42:34.000Z,,I can't believe how fast and efficient everything went.  Made one happy teenager!  Thank you so much
fast and easy,MARIA A,Rated 5 out of 5 stars,US,1 review,2018-11-19T14:36:51.000Z,,
Good job,HOANG N,Rated 5 out of 5 stars,US,1 review,2018-11-19T14:58:15.000Z,,"Good job , good service and fast"
Experience was very smooth and easy…,Ralph P,Rated 5 out of 5 stars,US,1 review,2018-11-19T13:41:15.000Z,,Experience was very smooth and easy this customer is completely satisfied with the service provided by Asurion.
Thanks for a great job,PERRY S,Rated 5 out of 5 stars,US,1 review,2018-11-19T13:39:09.000Z,,
Got my phone the next day,Andrew,Rated 5 out of 5 stars,US,1 review,2018-11-19T13:33:51.000Z,,Got my phone the next day. Went to Att store for a 5 min setup. couldn't  ask for a better experience with a broken phone replacement.
No problems and no worries,Paul,Rated 4 out of 5 stars,US,2 reviews,2018-11-19T13:23:07.000Z,,
I felt confident that I was being taken…,Dina,Rated 5 out of 5 stars,US,1 review,2018-11-19T12:50:33.000Z,,"I felt confident that I was being taken care of.  I felt well taken care of, and there was no expectation from me, other than to help me out."
Great service,KAREN R,Rated 5 out of 5 stars,US,1 review,2018-11-19T12:49:15.000Z,,Great service.  I dropped my phone and car ran over it.  Within a few minutes on the phone with your company I was informed they were sending a replacement phone which was received in less than 24 hours.  Great service
Absolutely the best service EVER in…,Alyce,Rated 5 out of 5 stars,US,2 reviews,2018-11-19T12:29:52.000Z,,Absolutely the best service EVER in replacing a stolen iphone in a timely manner. It's scary how much we depend on our phones these days and Asurion had a 24-hr turn on getting me my new phone.
Very easy process,WENDY P,Rated 5 out of 5 stars,US,2 reviews,2018-11-19T11:52:53.000Z,,Very easy process. Everything was handled quickly and without issue.
Very friendly,Mary,Rated 5 out of 5 stars,US,1 review,2018-11-19T11:04:24.000Z,,"Very friendly, professional, and received phone very fast."
Not 1 Problem  You did Great.,JOHN C,Rated 5 out of 5 stars,US,1 review,2018-11-19T09:01:50.000Z,,
Asurion insurance for my phone is a…,Gabriel Rinkes,,US,5 reviews,2018-11-19T05:41:33.000Z,,"Asurion insurance for my phone is a true life saver. I would have had to pay another $1000 for my iPhone 7Plus if I didn't have it. But I only had to pay the deductible of $199.00. Which though I thought was high, is a lot better than paying the entire cost."
I put off using my TMP and getting my…,DACIA F,Rated 5 out of 5 stars,US,1 review,2018-11-19T05:28:00.000Z,,"I put off using my TMP and getting my phone replaced with Assurion because I didn’t really understand how it worked. Now I’m kicking myself for living with a shattered screen for so long because they made it SO EASY. I completed my claim at 1130 on a Friday night, assuming that my new phone wouldn’t arrive until the following week. I was shocked when it had arrived by 1100 on Saturday morning. The instructions it came with were very simple and easy to follow. The included prepaid envelope to send my old phone back to them was the icing on the cake. Great experience. 5 stars."
Excellent service,Billy G,Rated 5 out of 5 stars,US,1 review,2018-11-19T05:15:19.000Z,,The phone replacement service was easy to initiate with next day receipt of phone.  Excellent customer service!
Very easy.,Joshua,Rated 5 out of 5 stars,US,1 review,2018-11-19T04:57:19.000Z,,Very quick and easy.
Quick and easy process.,PHYLLIS T,Rated 4 out of 5 stars,US,1 review,2018-11-19T04:51:16.000Z,,
Fast service,Monica,Rated 5 out of 5 stars,US,1 review,2018-11-19T04:48:11.000Z,,
groovy,Dawan,Rated 5 out of 5 stars,US,1 review,2018-11-19T04:30:09.000Z,,My product came fast and I was also able to do everything online without really having to speak with anybody.
Experience was wonderful,CAMMY F,Rated 5 out of 5 stars,US,1 review,2018-11-19T03:47:56.000Z,,Experience was wonderful. Very easy and quick.
I have used Assurian several times now…,CHANDRA Z,Rated 5 out of 5 stars,US,1 review,2018-11-19T03:31:25.000Z,,I have used Assurian several times now and every time has been a pleasant expierience. Always helpful and always prompt. It still amazes me that we can get a replacementdevice within 24 hours. Thank you!
Very quick and easy process.,Darren,Rated 5 out of 5 stars,US,1 review,2018-11-19T03:19:36.000Z,,
Quick and efficient experience,IRYNA K,Rated 5 out of 5 stars,US,1 review,2018-11-19T03:19:29.000Z,,Quick and efficient experience. Friendly staff. Two thumbs up.
Customer service was excellent in…,Margaret,Rated 5 out of 5 stars,US,1 review,2018-11-19T02:47:22.000Z,,Customer service was excellent in handling my claims. Claim was handled promptly. Very pleased with it. Thank you.
Great service,DAWN W,Rated 5 out of 5 stars,US,2 reviews,2018-11-19T02:45:56.000Z,,"Great service, beer friendly!"
5 srars,DAVID H,Rated 5 out of 5 stars,US,1 review,2018-11-19T02:42:38.000Z,,Great service
Fast and easy replacement,THOMAS P,Rated 5 out of 5 stars,US,1 review,2018-11-19T02:30:14.000Z,,Talk with Asurion about replacing my damaged phone and started a claim. When I was ready I finished my claim and had my phone overnighted for no additional charge and was using it within 12-14 hours of the claim. Thank you.
A pad mini,KENNETH Y,Rated 5 out of 5 stars,US,1 review,2018-11-19T02:07:00.000Z,,Fast and friendly
I had to replace a damaged phone,RENEKA H,Rated 5 out of 5 stars,US,1 review,2018-11-19T01:54:04.000Z,,I had to replace a damaged phone. Smart phones and rocks don't play nicely together.  Thankfully Asurion replaced my device with in 24 hours and I was back up and running.... no rocks in sight!
Always great service.,RUDI H,Rated 5 out of 5 stars,US,1 review,2018-11-19T01:52:41.000Z,,
Very easy process,MATTHEW K,Rated 5 out of 5 stars,US,1 review,2018-11-19T01:25:40.000Z,,"Very easy process, glad I had Assurion coverage"
My Wife Lost Her Phone,JUDGE S,Rated 5 out of 5 stars,US,1 review,2018-11-19T01:21:45.000Z,,"When my wife lost her phone in the middle of our recovery from Hurricane Michael, you quickly and easily arranged for her to receive another phone and helped her set us up.  Thank you for your wonderful service!"
I asked for it to be mailed to my…,FRANkLIN H,Rated 4 out of 5 stars,US,1 review,2018-11-19T01:12:00.000Z,,"I asked for it to be mailed to my parents address, had to wait extra time for it to be okayed to be sent to my parents address....And it was still sent to my billing address...."
Great service.,TESSA D,Rated 5 out of 5 stars,US,1 review,2018-11-19T01:05:10.000Z,,
Quick and easy.,JAMI W,Rated 5 out of 5 stars,US,1 review,2018-11-19T01:04:31.000Z,,
The first fay it took 80 minutes to get…,Louis,Rated 3 out of 5 stars,US,5 reviews,2018-11-18T23:39:01.000Z,,The first fay it took 80 minutes to get thru to an operator
Great customer service,Takara,Rated 5 out of 5 stars,US,1 review,2018-11-18T23:08:40.000Z,,Great customer service. My call was interrupted a couple times and your team kept up and got me back to square one.
Got my replacement phones the next day…,James,Rated 5 out of 5 stars,US,1 review,2018-11-18T22:39:55.000Z,,Got my replacement phones the next day and when one of them they sent was messed up they sent me another replacement phone in a day and a half so cant complain I an satisfied
The entire process was very smooth :),Randee,Rated 5 out of 5 stars,US,1 review,2018-11-18T22:39:30.000Z,,
Service is thorough and fair,Helen,Rated 5 out of 5 stars,US,2 reviews,2018-11-18T21:33:20.000Z,,Service is thorough and fair. We got reconnected quickly. Thank you!
great customer service and prompt…,Shanna,Rated 5 out of 5 stars,US,1 review,2018-11-18T21:16:07.000Z,,great customer service and prompt response
Perfect,Remprex-LLC K,Rated 5 out of 5 stars,US,1 review,2018-11-18T21:13:56.000Z,,Outstanding and timely fashion exchange.
This is second time I have used this…,DEBORAH H,Rated 5 out of 5 stars,US,1 review,2018-11-18T20:28:54.000Z,,This is second time I have used this service and I have been extremely happy.  They have been prompt and so nice. I am so happy that I have this added value to my phones.
5-Star Service,Evelyn,Rated 5 out of 5 stars,US,1 review,2018-11-18T19:14:09.000Z,,"My review is a 5-Star one! The individual I spoke with was extremely professional, knowledgeable and helpful in getting this transaction done in a very efficient manner. Many Thanks"
The process was very easy and was…,KATHRYN L,Rated 5 out of 5 stars,US,1 review,2018-11-18T19:00:39.000Z,,The process was very easy and was handled very quickly.
Very good and very prompt,Margaret,Rated 4 out of 5 stars,US,1 review,2018-11-18T18:56:37.000Z,,
Filing is hassle free and easy,Tanishs,Rated 5 out of 5 stars,US,1 review,2018-11-18T18:22:03.000Z,,"Ive never had a problem with this company, filing a claim had always been so fast and easy And  my package came when it was supposed too."
Great service!,DAVID Z,Rated 5 out of 5 stars,US,1 review,2018-11-18T17:49:34.000Z,,
i have a good communicate with us…,MARIAM Z,Rated 5 out of 5 stars,US,2 reviews,2018-11-18T17:41:56.000Z,,i have a good communicate with us darning my claim. Thank you for help.
Great service,Khalil R.,Rated 5 out of 5 stars,US,4 reviews,2018-11-18T17:33:01.000Z,,Very smooth claim process and the technician who came to my house to replace a phone screen was very efficient and friendly. Seif was great on the phone helping me to transfer data from the old phone to the new one. He is knowledgeable and patient.The rep before him walked us through the steps but the connection between the two phones did not work.
Fast,Lydia,Rated 5 out of 5 stars,US,1 review,2018-11-18T17:26:03.000Z,,"Fast, efficient,  and very courteous.  Thank you"
Perfect transaction!,Rick,Rated 5 out of 5 stars,US,1 review,2018-11-18T17:25:31.000Z,,
All went smoothly with no problems in a…,Todd,Rated 4 out of 5 stars,US,1 review,2018-11-18T17:18:50.000Z,,All went smoothly with no problems in a timely manner.  I got my replacement within 24 hours.
Excellent,SARAH M,Rated 5 out of 5 stars,US,1 review,2018-11-18T17:16:08.000Z,,Excellent! Quick and easy claims process and fast shipping for new phone!
Thank y’all so much,Lajarvis,Rated 5 out of 5 stars,US,1 review,2018-11-18T17:12:16.000Z,,
Everything was fabulous with my claim,Annette,Rated 4 out of 5 stars,US,1 review,2018-11-18T16:54:10.000Z,,Everything was fabulous with my claim. My only disappointment was that I didn’t get the phone I had insured. I had an iPhone 8 Plus red but I got a space grey instead. I’m very pleased on how prompt my claim was processed and I understand my iphone red was a limited edition so other then that everything was great and very much appreciated.
Extremely fast response!,Jerry,Rated 5 out of 5 stars,US,1 review,2018-11-18T16:49:37.000Z,,
Everything was fine and fast,Jackqulin,Rated 5 out of 5 stars,US,1 review,2018-11-18T16:30:25.000Z,,
Thanks,CYRIL C,Rated 5 out of 5 stars,US,1 review,2018-11-18T16:19:52.000Z,,Thanks for sending new kid pad for our grandson. Even though it wasn’t same one due to no longer on market but it works!!
I received my device the following day…,Mendoza,Rated 5 out of 5 stars,US,1 review,2018-11-18T16:14:31.000Z,,I received my device the following day with a very fair deductible amount. Very happy with the experience.
Super easy to use the online service.,KHar,Rated 5 out of 5 stars,US,1 review,2018-11-18T16:02:13.000Z,,
Great Service,Cynthia,Rated 5 out of 5 stars,US,3 reviews,2018-11-18T16:02:06.000Z,,"I was astonished at receiving my new phone just 24 hours after I filed the claim. Thank you for super service.One comment though, the online method is not easy and I finally gave up and finally got a real person with whom I spoke.  Joyce was lovely, professional, efficient and a pleasure.  Please make sure she knows I give her 5++++ for a rating.Thank you again.C. Easterling"
Super easy to submit a claim,Terri,Rated 5 out of 5 stars,US,1 review,2018-11-18T15:54:39.000Z,,Super easy to submit a claim. No hassle and a replacement next day!
Great agent rescued us via her…,Harold,Rated 5 out of 5 stars,US,1 review,2018-11-18T15:11:58.000Z,,Great agent rescued us via her supervision from a huge delay in our claim.
Easy to claim,JUNG A,Rated 5 out of 5 stars,US,1 review,2018-11-18T15:03:21.000Z,,Easy to claim.  They helped me kindly.
The new device had a crack on the top…,Richanda,Rated 4 out of 5 stars,US,1 review,2018-11-18T14:59:13.000Z,,The new device had a crack on the top left corner on the back side of the phone. But other than that it was good
Great service and quick,Dwayne,Rated 5 out of 5 stars,US,1 review,2018-11-18T14:54:07.000Z,,
Great communication and quick with…,Timothy,Rated 5 out of 5 stars,US,1 review,2018-11-18T14:42:55.000Z,,Great communication and quick with phone replacement. Thank you!
Great experience BUT!Great Service but phone is NOT the one that I am paying for!,AMY B,Rated 4 out of 5 stars,US,1 review,2018-11-18T14:14:38.000Z,,"Great experience BUT!! I do not think it fair that I am paying full price plus $200 for a new 8 plus, but have to have a “refurbished “ replacement that does have issues!"
Excellent Service,Kathy,Rated 5 out of 5 stars,US,1 review,2018-11-18T14:07:51.000Z,,Filing my claim on line was so fast and easy; and my replacement phone arrived within 36 hours. Thank you.
Quick response.,Robert,Rated 5 out of 5 stars,US,1 review,2018-11-18T14:00:51.000Z,,
Everything was smooth and handled…,Marcelino Prieto,Rated 5 out of 5 stars,PR,1 review,2018-11-18T13:52:33.000Z,,Everything was smooth and handled quickly
Great job thanks,STEVEN A,Rated 5 out of 5 stars,US,3 reviews,2018-11-18T12:44:05.000Z,,
Contacting you isn't what a person…,Joe a,Rated 5 out of 5 stars,US,1 review,2018-11-18T10:44:39.000Z,,Contacting you isn't what a person wants to do. That being said. Your customer service department was spot on. The replacement was received and life continues. Alll is awesome!! Thanks: Joe A
All I ask,Ryan,Rated 5 out of 5 stars,US,1 review,2018-11-18T10:12:14.000Z,,Immediate service and a quick response. All I ask from someone I need to trust. This review was written on my replacement phone. Thanks again.
Great,Dan,Rated 5 out of 5 stars,US,1 review,2018-11-18T05:08:12.000Z,,Great.  As advertised.
Great easy experience,DARLENE F,Rated 5 out of 5 stars,US,1 review,2018-11-18T03:34:38.000Z,,"Great easy experience. Except I didn’t get a receipt for the $199. I paid and need it for reimbursement from my job. My phone was broken during work. Would like to know how I can get one. Overall, everything was great."
Really fast and secure,Yazahairy,Rated 5 out of 5 stars,US,1 review,2018-11-18T03:26:27.000Z,,
Very helpful and understanding…,SIDNEY B,Rated 4 out of 5 stars,US,1 review,2018-11-18T03:19:49.000Z,,"Very helpful and understanding services, took maybe 10 minutes to have a replacement ordered fast shipping had it the next day so I wasn't out of touch long. Great people helped me to insure everything went smoothly."
They where fast and helpful,AMBER K,Rated 5 out of 5 stars,US,1 review,2018-11-18T03:16:47.000Z,,
Very quick and responsive!,Chris,Rated 5 out of 5 stars,US,1 review,2018-11-18T02:56:07.000Z,,
Prompt,ANN K,Rated 5 out of 5 stars,US,1 review,2018-11-18T02:38:11.000Z,,"Prompt, professional, and personable service. Great to do business with Asurion."
I am happy to have a new phone within…,WENDY,Rated 4 out of 5 stars,US,2 reviews,2018-11-18T02:24:59.000Z,,I am happy to have a new phone within 24 hours.  The only difficult part was not having a second phone/device to aid in the setup.
Cello Phone Investment,BARBARA K,Rated 5 out of 5 stars,US,1 review,2018-11-18T02:18:37.000Z,,It is good to know that I can easily have a replacement for my phone for a small fee.  It gives me peace of mind about cell-phone my investment.
Fast and great,Sasha,Rated 5 out of 5 stars,US,1 review,2018-11-18T02:15:10.000Z,,
It was so fast and easy all the…,Juan,Rated 5 out of 5 stars,US,1 review,2018-11-18T02:04:50.000Z,,"It was so fast and easy all the process, thank you."
Fast no hassle service,SCOTT S,Rated 5 out of 5 stars,US,1 review,2018-11-18T02:01:31.000Z,,
Satisfied with assurance,ELAINE C,Rated 5 out of 5 stars,US,1 review,2018-11-18T01:28:39.000Z,,
Fast delivery,Stephanie,Rated 5 out of 5 stars,US,3 reviews,2018-11-18T01:19:25.000Z,,"Fast delivery, appreciate it so much."
Top Notch service,JOHN J,Rated 5 out of 5 stars,US,1 review,2018-11-18T01:15:37.000Z,,"Top Notch service, very pleased"
Received my device in a timely matter.,CLAUDE GATLIN,Rated 4 out of 5 stars,US,2 reviews,2018-11-18T01:13:35.000Z,,
Received my device in a timely matter.,CLAUDE GATLIN,Rated 4 out of 5 stars,US,2 reviews,2018-11-18T01:13:35.000Z,,
Fast and efficient,Lina,Rated 5 out of 5 stars,US,1 review,2018-11-18T00:05:00.000Z,,
Very easy to file a claim,ERIN A,Rated 5 out of 5 stars,US,1 review,2018-11-17T23:26:52.000Z,,Very easy to file a claim.  Replacement received quickly.  Return of broken device very easy!
Great service and very easy to use,Lee,Rated 5 out of 5 stars,JM,1 review,2018-11-17T23:18:31.000Z,,
Excellent,Naveen,Rated 5 out of 5 stars,US,1 review,2018-11-17T23:13:12.000Z,,Excellent customer service by asurion
Awesome company,Jesus,Rated 5 out of 5 stars,US,1 review,2018-11-17T23:01:56.000Z,,"Awesome company! Reliable, extremely fast and very professional."
I was so upset when my iPad was stolen…,Mary,Rated 5 out of 5 stars,US,1 review,2018-11-17T22:38:22.000Z,,"I was so upset when my iPad was stolen and working with this company was more than easy. They were friendly and once my claim was approved, I got my replacement iPad the next day."
Awesome service,Mallory,Rated 5 out of 5 stars,US,1 review,2018-11-17T22:30:46.000Z,,Awesome service. Super fast shipping
Thank you so much it was a pleasure to…,Bonnelle,Rated 5 out of 5 stars,US,3 reviews,2018-11-17T22:29:26.000Z,,Thank you so much it was a pleasure to do business with you. Very helpful
I can not believe how fast I received…,Woods Co.,Rated 5 out of 5 stars,US,3 reviews,2018-11-17T22:16:03.000Z,,"I can not believe how fast I received my replacement phone! And all the way up to North Pole, Alaska! Thank you guys so much for your fast friendly service."
It was a big hassle to get through…,MATTHEW S,Rated 4 out of 5 stars,US,1 review,2018-11-17T20:54:01.000Z,,It was a big hassle to get through everything but worked out
Very easy process,Stephen,Rated 5 out of 5 stars,US,1 review,2018-11-17T20:47:22.000Z,,Very easy process.  Thanks
Very quick and easy,Laurie,Rated 5 out of 5 stars,US,1 review,2018-11-17T19:43:29.000Z,,Very quick and easy! Thank you!
Quick response and delivery.,Brandon,Rated 4 out of 5 stars,US,1 review,2018-11-17T18:55:51.000Z,,
My insurance claim was handled quickly,Jennifer,Rated 5 out of 5 stars,US,1 review,2018-11-17T18:45:32.000Z,,My insurance claim was handled quickly. I recieved my replacement phone the next day.
New phone delivered in less than 36…,Marjorie,Rated 5 out of 5 stars,US,1 review,2018-11-17T18:26:16.000Z,,New phone delivered in less than 36 hours!
Fast service,FRANK ,Rated 5 out of 5 stars,US,1 review,2018-11-17T17:24:10.000Z,,Fast service!  I am not tech savvy and they walked me through the process easily.
Great  experience,LOUIE V,Rated 5 out of 5 stars,US,1 review,2018-11-17T17:05:59.000Z,,
very helpful,PATRICIA D,Rated 5 out of 5 stars,US,1 review,2018-11-17T16:54:48.000Z,,
I was very pleased,APRIL J,Rated 5 out of 5 stars,US,1 review,2018-11-17T16:54:43.000Z,,I was very pleased. with how easy it was. to get my phone. and in such a short time.
It took me 5 times to call because the…,Lauren,Rated 4 out of 5 stars,US,1 review,2018-11-17T16:53:09.000Z,,It took me 5 times to call because the website was not working and the phone lines!!
Everything look and fonction now except…,Gabriel,Rated 4 out of 5 stars,US,2 reviews,2018-11-17T16:50:25.000Z,,Everything look and fonction now except if you would send me a brand new battery this one seem to be short on lasting time thank you
No problems,Floyd inc.,Rated 5 out of 5 stars,US,2 reviews,2018-11-17T16:07:16.000Z,,"No problems. Quick, efficient service."
Very easy to file a claim,Donald,Rated 5 out of 5 stars,US,1 review,2018-11-17T15:48:39.000Z,,"Very easy to file a claim, only took a couple of minutes. New phone came the next day."
Timely,Denisemarie,Rated 5 out of 5 stars,US,1 review,2018-11-17T15:43:26.000Z,,"Timely, courteous and efficient, does not get better than that!!!"
Quick and easy,Alfonso,Rated 5 out of 5 stars,US,2 reviews,2018-11-17T15:29:30.000Z,,
Quick turnaround on replacement,Curtis,Rated 5 out of 5 stars,US,1 review,2018-11-17T15:14:30.000Z,,Quick turnaround on replacement. Nice to know that gives peace of mind for these expensive devices
Asurion is a TOTAL SCAM,Jaime Hickman,,US,1 review,2018-11-17T15:11:08.000Z,,"Never, ever, under any circumstances, buy the insurance if it is offered with Asurion as the provider.  I have now been waiting for a week for my replacement device.  I cracked the screen on my iPhone.  Apple was willing to do the repair in an hour and a half for $300.  Of course, I elected to file the claim with my insurance.  HUGE MISTAKE!!  The first representative I spoke with assured me my device had shipped and would arrive on Friday.  I had provided my work address, so I sat in the office all day waiting on the new phone even after my boss told me to close up shop and go enjoy the unseasonably nice afternoon.  It never came.  Today when I called, the new representative I spoke to told me it STILL HASN’T EVEN SHIPPED.  I have now been a week with no phone, and they haven’t even shipped it!!  They are pure scam artists!!  Do yourself the biggest favor of your life and invest in Apple Care instead!"
Quick,BENJAMIN R,Rated 5 out of 5 stars,US,1 review,2018-11-17T14:59:51.000Z,,"Quick, easy, and fixed the problem."
Easy and very fast,JEFF M,Rated 5 out of 5 stars,US,1 review,2018-11-17T14:54:15.000Z,,
Process was fast and easy.,Judy,Rated 5 out of 5 stars,US,1 review,2018-11-17T14:40:08.000Z,,
Replacement phone came right away,Ilene,Rated 5 out of 5 stars,US,1 review,2018-11-17T14:27:42.000Z,,
Fast and efficient service!,Ann,Rated 5 out of 5 stars,US,3 reviews,2018-11-17T14:20:34.000Z,,
Very Prompt turnaround,Lynne,Rated 5 out of 5 stars,US,1 review,2018-11-17T14:19:34.000Z,,"Very Prompt turnaround. However, experienced issues with your site being down an entire day!"
Very good customer service!,Cindy,Rated 5 out of 5 stars,US,1 review,2018-11-17T13:45:00.000Z,,
Very helpful,TRICIA D,Rated 5 out of 5 stars,US,1 review,2018-11-17T13:19:50.000Z,,
