titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
thanks,NORRIS W,Rated 5 out of 5 stars,US,1 review,2018-03-15T12:17:45.000Z,,"thanks, great job"
Great Service!!,WENDIE C,Rated 5 out of 5 stars,US,1 review,2018-03-15T12:11:30.000Z,,"Filing the claim was simple and easy to do. Even with question I had concerning information on the claim, the chat with Reps provided the clarity I needed in order for my claim to be processed in a timely manner. Even when getting my phone, it took exactly 2 business days like they claimed it would. With constant updates and transparency throughout the entire process, filing my claim with Asurion was as simple and stress free."
excellent,CAMERON C,Rated 5 out of 5 stars,US,1 review,2018-03-15T12:05:11.000Z,,fast and efficient
This was a very good choice to carry…,MICHAEL F,Rated 5 out of 5 stars,US,1 review,2018-03-15T12:04:24.000Z,,This was a very good choice to carry insurance on my phone. I had very little down time before my new device arrived.
Fast and easy replacement!!,SANDRA S,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T11:59:22.000Z,,The company made it simple to get my new phone!!!
Easy,CYNTHIA C,Rated 5 out of 5 stars,US,1 review,2018-03-15T11:45:54.000Z,,"Easy, peasey, thank you"
Asurion made it easy to repair my…,FRED E,Rated 4 out of 5 stars,US,2 reviews,2018-03-15T11:25:19.000Z,,Asurion made it easy to repair my daughter's phone.
Taken care of as promised.,WILLIAM B,Rated 5 out of 5 stars,US,1 review,2018-03-15T11:20:21.000Z,,
Easy transition,Jacob C,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T10:42:02.000Z,,Easy transition. My phone came the next day and I was able to get it running without much of a hiccup in my work day.
Follow up is a two way street.,JDL,Rated 5 out of 5 stars,US,6 reviews,2018-03-15T10:35:07.000Z,,"I was diligent in my pursuit, and it paid off once I was referred to the CEO of Customer Satisfaction's office. The representative noted my previous efforts in what was going to be a fruitless pursuit of a result with the USPS. I'll always use Asurion in the future."
Really fast service and phone came with…,JEREMIAH S,Rated 4 out of 5 stars,US,1 review,2018-03-15T09:45:56.000Z,,Really fast service and phone came with most recent updates.
Simple process,CARLA M,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T08:37:19.000Z,,"Simple process, and great service and fast. Received replacement the next day!"
Phone worked great the only complaint…,ANDREW S,Rated 5 out of 5 stars,US,1 review,2018-03-15T08:19:30.000Z,,Phone worked great the only complaint is I wish it came with the phone manual
The affidavit was annoying to have to…,Alie b,Rated 4 out of 5 stars,US,1 review,2018-03-15T07:41:29.000Z,,The affidavit was annoying to have to do and I didn’t realize that the deductible was so much but still over all I was very happy to pay very little than if I had gone and bought one from the store. And my phone was delivered the very next day which was amazing!
Unusual,ROBERT B,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T06:58:16.000Z,,Very professional simple caring.
The best way to protect you phone…,JESUS R,Rated 5 out of 5 stars,US,1 review,2018-03-15T05:42:31.000Z,,The best way to protect you phone against live is Whit Azurion. Thanks for the great customer service and all your help
You made the process quick and easy and…,NICOLE A,Rated 5 out of 5 stars,US,1 review,2018-03-15T04:57:23.000Z,,You made the process quick and easy and a replacement arrived fast.Thank you!
Service was great and fast.very…,SCOTTIE W,Rated 5 out of 5 stars,US,1 review,2018-03-15T04:36:38.000Z,,Service was great and fast.very professional
All was great,Tanya White,Rated 5 out of 5 stars,GB,4 reviews,2018-03-15T04:33:51.000Z,,All was great Would have liked a bit mire instruction with the new phone as to how to transfer everything from my old phone .Had to get lots of help from Verizon tech coach.
easy,FRED B,Rated 5 out of 5 stars,US,1 review,2018-03-15T04:30:55.000Z,,easy! new phone came fast and was easy to set up!
This company was GREAT !,BRENDA V,Rated 5 out of 5 stars,US,1 review,2018-03-15T04:30:01.000Z,,"This company was GREAT !! They went above and beyond helping me through this. Did much more than I expected.  Actually, I didn't know what to expect because I have never had to use their assistance before.  They walked me through every step and it was a relief to me not having to struggle through how to file the claim and where to start.  I would recommend this company highly.  I appreciated all the help, friendly, patient personnel, very smooth transaction and a very timely manner.Thank You"
Excellent service,KRISTOPHER G,Rated 5 out of 5 stars,US,1 review,2018-03-15T04:08:47.000Z,,"Very quick and easy, worth the money for a back up."
excellent,SYED A,Rated 5 out of 5 stars,US,1 review,2018-03-15T04:07:46.000Z,,excellent. Had the replacement shipped within 2 days
Prompt and responsive service,MICHAEL B,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T03:29:56.000Z,,Prompt and responsive service.  Clear directions on processing my replacement phone.
Very easy to file claims,JASMINE R,Rated 5 out of 5 stars,US,1 review,2018-03-15T03:22:07.000Z,,Very easy to file claims. Received my device on time
Having Total Mobile Protection (TMP) is…,CINDY J,,US,2 reviews,2018-03-15T03:19:59.000Z,,"Having Total Mobile Protection (TMP) is great! The downfall is that is misleading from my phone carrier. Only three lines are covered per year. If it's ""Total"" then all ten of my lines should be covered and not have to pay for coverage on each additional line. That additional Mobile Protection coverage (MP) should reflect online when trying to file a fourth claim. Next, when a claim is filed under a phone number then that number is changed through phone carrier then that should follow over to Asurion. Same phone but different number. Who remembers previous numbers? Proper documentation should be on record/file so a person doesn't have to keep repeating oneself each time calling in. Also, when sending a replacement phone and person prefers to pick up, please make sure that pick up location isn't miles away. In your next team meeting use my account as a prime example. In approx one month I've had to replace two different phone lines, same phones, five to six times with same issue. Customer service rep (CSR) should make sure transfer is to correct department (warranty) and not bounce a person from place to place. When sending a replacement phone: 1. Why not an indirect signature i.e signing the door tag or something online 2. Have a delivery time window i.e 8a-12p, 12p-4p or 4p-8p and ask the customer what's a good time window 3.Saturday delivery option with time windows 4. Collaborate with the phone carrier.  Some of the replacement phone cost deductibles are ridiculously expensive. Seems like paying TMP or MP  would help defray that cost. Lastly, thanks for the expediant delivery of my phones. Well, with all of the confusion I got not one but two phones for both lines in two days. The additional phones have been sent back. I certainly don't want to be charged for an oversight. 😉"
Greeeeeat !!!,JAVIER G,Rated 5 out of 5 stars,US,1 review,2018-03-15T03:19:26.000Z,,
My only issue is the $150.00 charge,Rick McDonald,Rated 3 out of 5 stars,US,1 review,2018-03-15T03:12:50.000Z,,"My only issue is the $150.00 charge. Pretty expensive considering I’ve had cell phones for 20+ years and always had insurance at the current rate. This is the first time I have ever used insurance. At a modest $7.99 a month average I have spent well over $2,000 plus this $150 to get a reconditioned phone. Doesn’t quite seem fair. But I guess it’s better than having to pay for a brand new phone as well as all the insurance premiums I’ve paid... You guys have a racket going and we are at your mercy..."
Phone arrived quickly and was given…,G.M.,Rated 4 out of 5 stars,US,1 review,2018-03-15T02:46:05.000Z,,Phone arrived quickly and was given envelope to return broken phone. My only complaint is the high deductible along with paying a monthly charge.
Be careful not to actually use your…,NOAH C,Rated 1 out of 5 stars,US,1 review,2018-03-29T08:25:37.000Z,,"Be careful not to actually use your insurance or they will cancel it.Edit: let me clearify since a generic response from the company was given. I used my insurance and they did in fact send me a new phone after I paid my deductible of approx. $150 then they sent me an email saying that they were cancelling the policy. The monthly premiums I paid since I received the phone +the deductible still totalled out to more than sending my broken phone to Google and getting a new phone would have cost.To asurion: if you would like to reach out to me and re-instate my policy I would be happy to edit my review to note that. You have my contact information, I don't feel the need to reach out to you via email so you can send me the same email explanation again. I know you have the right to cancel my policy, and I have the right to post a 1 star review because of your actions."
It was easy and the device arrived…,Luis G Perez,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T02:37:37.000Z,,It was easy and the device arrived quickly. Excellent transaction.
you are the best  ty,DIANA W,Rated 5 out of 5 stars,US,1 review,2018-03-15T02:32:39.000Z,,
Painless process,GARY S,Rated 5 out of 5 stars,US,1 review,2018-03-15T02:17:52.000Z,,Painless process. Helped out at a time when it was needed.
Fast and easy process.,MARIA L,Rated 5 out of 5 stars,US,1 review,2018-03-15T02:04:59.000Z,,Fast and easy process
That was a super simple process to get…,EMILY S,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T01:57:48.000Z,,That was a super simple process to get my son's phone replaced. The delivery of the new phone was amazingly fast. So glad that I had protected the phone with Asurion insurance. Thanks Asurion.
Satisfied and happy,JOYCE T,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:56:56.000Z,,
Asurion was easy to deal with and fast…,ROGER M,Rated 5 out of 5 stars,US,3 reviews,2018-03-15T01:45:16.000Z,,Asurion was easy to deal with and fast on getting the replacement.
Awesome service as always!!!,Lewona,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T01:33:14.000Z,,Awesome service as always.   Will continue to put this insurance on my Verizon wireless phones
Great experience,SCOTT R,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:32:20.000Z,,
Fast,Lisa F,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:29:54.000Z,,"Fast, simple replacement."
fast,BRIAN M,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:28:51.000Z,,"fast, easy, accurate....best experience."
Great service,GEORGE R,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:28:39.000Z,,
Everything was great!,ANN M,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:26:33.000Z,,
You did good.,ALBERT G,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:20:01.000Z,,
Easy & excellent service that was SUPER…,JLC,Rated 5 out of 5 stars,US,2 reviews,2018-03-15T01:11:43.000Z,,Easy & excellent service that was SUPER FAST!!
Was replaced with speed  great job.,Chuck,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:10:42.000Z,,
Excellent timely response!,CHARLIE P,Rated 5 out of 5 stars,US,1 review,2018-03-15T01:07:16.000Z,,
I had such a great experience with…,JENNIFER J,Rated 5 out of 5 stars,US,1 review,2018-03-15T00:48:02.000Z,,I had such a great experience with Asurion!!  They were so easy to work with.  Absolutely worth the money.
thank you for your help,JAN M,Rated 5 out of 5 stars,US,1 review,2018-03-15T00:36:51.000Z,,
Courteous Staff,CLARA A,Rated 5 out of 5 stars,US,4 reviews,2018-03-15T00:35:29.000Z,,Your staff was very courteous and polite despite many repeat questions I kept asking her. I will keep on using Asurion for all of my needs.
Easy and quick service,SUSAN R,Rated 5 out of 5 stars,US,1 review,2018-03-15T00:35:19.000Z,,Easy and quick service. Would not have a phone with it.
Very good service but I lost phone on…,BOBBY D,Rated 4 out of 5 stars,US,1 review,2018-03-15T00:34:42.000Z,,Very good service but I lost phone on Friday night and made claim on Saturday. Being weekend claim wasn’t processed until Monday and received phone on Tuesday. Except for weekend problem the service was excellent.
Quick professional and on time,VALORY Q,Rated 5 out of 5 stars,US,1 review,2018-03-15T00:31:16.000Z,,
I drop my phone often but use y'all's…,RYAN B,Rated 5 out of 5 stars,US,1 review,2018-03-14T23:40:00.000Z,,I drop my phone often but use y'all's insurance and I have to say it has been the best insurance I've ever had for anything. You're always helpful and answer all questions and have always gotten me a phone overnight every time I broke one by far you're the best in the business keep up the good work
Great service,MIGNON C,Rated 5 out of 5 stars,US,1 review,2018-03-14T23:30:04.000Z,,Fast delivery
The tablet I submitted a claim for was…,SHELLEE D,Rated 5 out of 5 stars,US,1 review,2018-03-14T23:13:28.000Z,,The tablet I submitted a claim for was sent out immediately.  No hassle.
The representative answered all my…,TERESA C,Rated 5 out of 5 stars,US,1 review,2018-03-14T23:01:39.000Z,,The representative answered all my questions and was very friendly.
Very helpful,LORA R,Rated 5 out of 5 stars,US,1 review,2018-03-14T22:53:44.000Z,,"Very helpful, and received the tablet following day.  Great Great to keep customers happy"
I made my claim on a Sunday and by the…,JOE D,Rated 5 out of 5 stars,US,1 review,2018-03-14T22:30:39.000Z,,"I made my claim on a Sunday and by the end of the day, my claim was complete and I had my replacement phone Tuesday afternoon. The instructions were easy to follow."
It was very easy,REBECCA W,Rated 4 out of 5 stars,US,2 reviews,2018-03-14T21:20:51.000Z,,"It was very easy. I just went on to my providers website, found my device that had been lost, and put in the information that was required and sent my claim in. I received the new device on the day it was expected to be in."
Very quick to respond,CINDY Lazarov ,Rated 5 out of 5 stars,US,1 review,2018-03-14T20:40:32.000Z,,"Very quick to respond, had my new phone in less than 2 days. Thank  you"
Efficient and quick!,JEFF C,Rated 4 out of 5 stars,US,1 review,2018-03-14T20:25:54.000Z,,
They made the process SO easy!,TROY S,Rated 5 out of 5 stars,US,1 review,2018-03-14T20:14:03.000Z,,
I can't imagine not having the…,LINDA Terhaar,Rated 5 out of 5 stars,US,1 review,2018-03-14T19:48:32.000Z,,I can't imagine not having the protection of Asurion on your phone!  The two times that i have had to use the phone insurance were awesome experiences.  I filed the claims and within two days I had the new phone!  I have recommended it to all my children and would sincerely recommend their service to you!Linda Terhaar
It is a little expensive...but the…,VIVIAN S,Rated 5 out of 5 stars,US,1 review,2018-03-14T18:13:15.000Z,,It is a little expensive...but the service is great.
In submitting a recent claim I had some…,MARSHA B,Rated 5 out of 5 stars,US,1 review,2018-03-14T18:05:33.000Z,,"In submitting a recent claim I had some questions, so started a live chat. All of my questions were answered and the claim was submitted within a matter of minutes. All taken care of with the new phone received in just a few days."
Awesome customer service,DAVID A,Rated 5 out of 5 stars,US,2 reviews,2018-03-14T16:34:47.000Z,,Awesome customer service. Process was fast and easy.
When my phone got broke Asurion took…,WRANDA W,Rated 5 out of 5 stars,US,4 reviews,2018-03-14T16:25:04.000Z,,When my phone got broke Asurion took care of it and i got a new phone very quickly and there was no hassle at all they were great and i would like to thank them for their excellent service
Great service,JUSTIN,Rated 5 out of 5 stars,US,1 review,2018-03-14T16:18:19.000Z,,"Great service, fast replacement."
GREAT SERVICE FAST,ANN B,Rated 5 out of 5 stars,US,1 review,2018-03-14T15:16:16.000Z,,
My situation was met and satisfied with…,MARTHA H,Rated 5 out of 5 stars,US,1 review,2018-03-14T15:13:19.000Z,,My situation was met and satisfied with professionalism and efficiency. I had absolutely no problems at all. Thanks you for your service!
Great process,GREG M,Rated 5 out of 5 stars,US,1 review,2018-03-14T14:04:38.000Z,,Everything was easy and fast. I wish everything was as easy as dealing with Asurion.
Quick service at reasonable expense was…,JAMES H,Rated 5 out of 5 stars,US,1 review,2018-03-14T13:58:55.000Z,,Quick service at reasonable expense was a pleasant experience.
Prompt service,ELIDA A,Rated 5 out of 5 stars,US,2 reviews,2018-03-14T13:47:28.000Z,,Prompt service. Received my phone next day . Very satisfied.
Very professional,PATRICK M,Rated 5 out of 5 stars,US,1 review,2018-03-14T13:36:08.000Z,,
After a mix up the actual replacement…,JEANNE M,Rated 4 out of 5 stars,US,2 reviews,2018-03-14T13:31:24.000Z,,After a mix up the actual replacement phone is fabulous
A satisfied customer!,CAROLL H,Rated 5 out of 5 stars,US,1 review,2018-03-14T13:24:38.000Z,,Had an issue with my phone and it was taken care of promptly. Thanks for the fine service.A satisfied customer
Awesomely fast service,PEBBLES D,Rated 5 out of 5 stars,US,1 review,2018-03-14T12:50:03.000Z,,I got my replacement phone way sooner than expected and the return process is so easy. Thanks sooo much!
Return and replacement was fast and…,EDWARD W,Rated 5 out of 5 stars,US,1 review,2018-03-14T12:11:50.000Z,,Return and replacement was fast and easy.
Handled promptly and professionally,Morgan,Rated 5 out of 5 stars,US,4 reviews,2018-03-14T12:02:06.000Z,,
Quick easy direct helpful,Mike,Rated 5 out of 5 stars,US,1 review,2018-03-14T12:01:51.000Z,,
Handled my claim with professionalism…,MEECAL G,Rated 5 out of 5 stars,US,1 review,2018-03-14T11:53:00.000Z,,Handled my claim with professionalism and efficiency. Transaction and the entire process went very smoothly.
Very happy with your customer service,CRISTINA O,Rated 5 out of 5 stars,US,1 review,2018-03-14T11:44:14.000Z,,
Arrived as stated in great condition.,LEEVATER J,Rated 5 out of 5 stars,US,1 review,2018-03-14T11:26:33.000Z,,
Even overseas!!!,JOHN A,Rated 5 out of 5 stars,US,1 review,2018-03-14T09:05:12.000Z,,"Even overseas!!!My phone was replaced in a timely manner, even when I'm stationed overseas! THANK YOU!!"
I used your services  many years ago,RICHARD C,Rated 5 out of 5 stars,US,1 review,2018-03-14T05:30:53.000Z,,"I used your services  many years ago, before smart phones, your personell on the phone were professional and polite. And the pickup and delivery was very prompt. The recent service was just as great. Thank you."
quick and easy,MELISSA F,Rated 5 out of 5 stars,US,1 review,2018-03-14T04:32:44.000Z,,
I had my phone stolen in Peru and my…,MATTHEW B,Rated 4 out of 5 stars,US,1 review,2018-03-14T04:05:47.000Z,,"I had my phone stolen in Peru and my rep at Asurion was fast, friendly and effective! It was great to have my phone waiting for me when I got back from my trip!"
Fast shipping,MEGAN T,Rated 5 out of 5 stars,US,1 review,2018-03-14T04:05:19.000Z,,
I LOVE ASURION!!!,TERRIUS R,Rated 5 out of 5 stars,US,1 review,2018-03-14T03:49:08.000Z,,Asurion always comes through for my family and I..I'll never not have insurance on my devices bc of them..
Very Pleased,GRACE V,Rated 5 out of 5 stars,US,1 review,2018-03-14T03:42:44.000Z,,I was happy with the fast response to my claim.
I lost my phone and Asurion had a new…,CRAIG C,Rated 5 out of 5 stars,US,2 reviews,2018-03-14T03:15:14.000Z,,I lost my phone and Asurion had a new one at my door in two days!  Filing a claim online was simple.  I couldn't be happier with their service and quick response.
It was amazing service,SHANA S,Rated 5 out of 5 stars,US,1 review,2018-03-14T03:03:12.000Z,,It was amazing service. Got it in the next business day!
Absolutely seamless!,Steven Scarp,Rated 5 out of 5 stars,US,1 review,2018-03-14T03:01:54.000Z,,Absolutely seamless!! I received perfect replacement next day.
Great customer service,Steven L,Rated 5 out of 5 stars,US,1 review,2018-03-14T03:00:12.000Z,,"Great customer service, did everything fast and on time. Will recommend all my families and friends."
Fast,Chris,Rated 5 out of 5 stars,US,1 review,2018-03-14T02:57:53.000Z,,Fast service and very helpful
Excellent and easy,KATHERINE F,Rated 5 out of 5 stars,US,1 review,2018-03-14T02:38:26.000Z,,Excellent and easy! Worth the price of the premium.
Very quick service,Cynthia,Rated 5 out of 5 stars,US,2 reviews,2018-03-14T02:36:08.000Z,,
Very friendly and helpful,JOSE I,Rated 5 out of 5 stars,US,1 review,2018-03-14T02:14:59.000Z,,Very friendly and helpful. Received the phone when I was told I would.
Thank you,SUSAN R,Rated 5 out of 5 stars,US,4 reviews,2018-03-14T02:12:12.000Z,,Thank you ! Excellent service could not believe the phone arrived at my home the next day after reporting it lost/stolen!
"When I contacted them,with my issue .",RUNDRE L,Rated 5 out of 5 stars,US,4 reviews,2018-03-14T01:48:58.000Z,,"When I contacted them,with my issue .. They sent me a new phone in no time with no problems..."
Speedy service!,MELVIN S,Rated 5 out of 5 stars,US,2 reviews,2018-03-14T01:41:24.000Z,,Can't believe how fast my problem was taken care of. Down time for me was almost immeasurable.
Rapid replacement and activation of the…,Lorena L Marin,Rated 5 out of 5 stars,US,1 review,2018-03-14T01:39:26.000Z,,Rapid replacement and activation of the new device.
Asurion,MATTHEW C,Rated 5 out of 5 stars,US,1 review,2018-03-14T01:03:06.000Z,,"Asurion, for the second time, replaced my phone for far less money than I would have spent to buy a new one."
Everything was handled quickly and with…,VICKY G,Rated 5 out of 5 stars,US,3 reviews,2018-03-14T01:00:47.000Z,,Everything was handled quickly and with great care to me and my needs as a customer.
The process was quick and user friendly.,MELISSA S,Rated 5 out of 5 stars,US,1 review,2018-03-14T00:48:30.000Z,,
Exelent service,JESUS V,Rated 5 out of 5 stars,US,1 review,2018-03-14T00:36:40.000Z,,
Got my phone fast.,YVETTE M,Rated 5 out of 5 stars,US,2 reviews,2018-03-14T00:34:18.000Z,,Got my phone fast.. its quick and easy.o
Damaged device replaced quickly.,JEFFREY M,Rated 5 out of 5 stars,US,1 review,2018-03-14T00:33:38.000Z,,"Damaged device was replaced very quickly and hassle free. The website is easy to use, updates are meaningful, and most important the live representatives are friendly and helpful."
fast no issues,bart,Rated 5 out of 5 stars,US,1 review,2018-03-14T00:30:42.000Z,,
Review Asurion,DAVID L,Rated 5 out of 5 stars,US,1 review,2018-03-13T23:38:04.000Z,,"GREAT!       5 stars: Excellent – no reservations, I would recommend this company to anyone."
Paid more than I wanted,Eddie D,Rated 4 out of 5 stars,US,1 review,2018-03-13T21:18:41.000Z,,"Paid more than I wanted, but the service was super fast and super easy! Thank You"
Replaced Phone,BERNARDO J,Rated 5 out of 5 stars,US,1 review,2018-03-13T20:03:01.000Z,,Than You. Great Job
Fast service,Kristine,Rated 5 out of 5 stars,US,4 reviews,2018-03-13T20:02:43.000Z,,
great service,GERALD W,Rated 4 out of 5 stars,US,1 review,2018-03-13T19:40:32.000Z,,
The process was fast and the new phones…,DANIEL H,Rated 5 out of 5 stars,US,1 review,2018-03-13T19:36:53.000Z,,"The process was fast and the new phones arrived the next day, much to our pleasant surpriseThanks"
Outstanding,BRIAN G,Rated 5 out of 5 stars,US,1 review,2018-03-13T17:54:22.000Z,,Outstanding. Best customer sevice over the phone
Never AGAIN will I use Asurion,Sharilynn Boelk,,US,1 review,2018-03-13T16:57:22.000Z,,They scheduled a vendor to come out who didn’t show up or call. Took another 2 weeks to get a different vendor set up... each time I had to call in to see the status because they didn’t update me and when I called in the customer service was horrible and unhelpful. They cut me off and we’re short and rude to me when asking questions. Finally got a vendor set to come out and the vendor had to order a part for the washing machine. Assurion said the part was back ordered but it wasn’t. They just lied about remembering to order the part. I verified through this with the invoices I got. So by this time it’s taken 2 months and obviously we’ve had to do laundry at a laundry mat with a family of 4. They told me that I would get reimbursed for all the funds as long as I provide proof... nope found out later that it’s only a certain amount. So here we are 3 months later still washing machine not fixed. If I didn’t assist them in doing their job it probably would take longer! I’ll never purchase warranties through this company again. Not that they care.
Great and fast,M H,Rated 5 out of 5 stars,US,1 review,2018-03-13T16:01:11.000Z,,
Fast & Efficient,Scotty O,Rated 5 out of 5 stars,US,1 review,2018-03-13T15:44:47.000Z,,"Fast, efficient, easy to use and very easy to deal with"
Everything was wonderful,TOM O,Rated 5 out of 5 stars,US,2 reviews,2018-03-13T14:32:23.000Z,,Everything was wonderful. Thank you for all your help with my stolen iPhone!!!
Would Recommend,JOSHUA A,Rated 5 out of 5 stars,US,1 review,2018-03-13T13:57:20.000Z,,Easy to deal with...expedient delivery
easy to follow instruction,DULCE T,Rated 5 out of 5 stars,US,1 review,2018-03-13T13:56:53.000Z,,"easy to follow instruction, and the process was super fast, I got my replacement phone the next day."
Fast and efficient thanks guys!,Jeffery D,Rated 5 out of 5 stars,US,1 review,2018-03-13T13:54:40.000Z,,
Very easy directions to reload new phone,Valued C,Rated 5 out of 5 stars,US,1 review,2018-03-13T13:44:04.000Z,,
Phone came quickly.,Laura Guinessey,,US,1 review,2018-03-13T13:10:11.000Z,,
Received my phone the very next day,Keyona W,Rated 5 out of 5 stars,US,1 review,2018-03-13T13:08:00.000Z,,Received my phone the very next day. I was very impressed. Online instructions were very simple
I am impressed with A Syrian,"Robert-Boise,ID",Rated 5 out of 5 stars,US,2 reviews,2018-03-13T12:59:53.000Z,,I am impressed with A Syrian. I got in touch with them and they helped me with my claim and I had a new phone the next afternoon.
Fast and easy,DAVID H,Rated 5 out of 5 stars,US,1 review,2018-03-13T12:48:48.000Z,,Fast and easy.    Thanks for making it so easy
Simple online claim process,FRANK C,Rated 5 out of 5 stars,US,1 review,2018-03-13T12:47:12.000Z,,Simple online claim process. Received a replacement phone in less than 36 hours
You covered my phone with no problem…,EDITH Miller,Rated 5 out of 5 stars,US,1 review,2018-03-13T10:45:12.000Z,,You covered my phone with no problem but I was given a hard time about my table when it stopped charging. All I wanted was to have my table replaced and I was told that I had to send it in and go with out it for almost a week and I use my tablet for work.   I had to buy a new one instead of getting it replaced.SincerelyEdith Miller
Make sure you covered,Marcus,Rated 5 out of 5 stars,US,1 review,2018-03-13T05:21:05.000Z,,"the company set me a new phone within 2 days of expected delivery and quality of this one was superior then previous one i had for 2weeks and it was very buggy and lagging im sure it was a refurbished galaxy 7edge phone. With previous experience from them, its a good insurance for people who will break their phones a lot. This was the first time i ever broke my phone."
Thank you for your knowledgeable…,TEYNEESA R,Rated 4 out of 5 stars,US,1 review,2018-03-13T02:55:25.000Z,,Thank you for your knowledgeable asssitance. All questions were answered and the claim was filed quickly.
Very prompt in handling my claim.,YVONNE BURNETT,Rated 5 out of 5 stars,US,1 review,2018-03-13T00:31:22.000Z,,
Got the phone the next day,DENISE P,Rated 5 out of 5 stars,US,2 reviews,2018-03-12T23:28:54.000Z,,
Replacement came before I was even…,CLARK S,Rated 5 out of 5 stars,US,1 review,2018-03-12T23:02:52.000Z,,Replacement came before I was even expecting it to. Very happy.
Customer Service and Product Exchange,Joshua Fair,,US,1 review,2018-03-12T21:27:35.000Z,,"Customer Service and Product ExchangeI don't normally comment on poor service.  However when it is really bad I think I have a responsibility to alert other consumers.I've had Asurion for 30 months.  I have paid all my primiums and costs.  I did bear my phone 13 months ago and they replaced it with a refurbished phone (something I didn't know) and it worked fine.  About 5 months ago it started working slower and slower.  The solution is a replacement battery.  When I took it to the store to replace at my cost, they would not as the phone had been tampered with and had non-authorized parts added to it.I called Asurion about this and they assured me they would replace the tampered with phone.  After serveral hours of paper work and about 5 days they let me know they would not honor sending me a quality product as I had gone over 12 months since I got the phone.  I went to customer services and 2 levels of supervisors who had quite an uncaring viewpoint that they had sent me tampered with product and saw no problem with not having to be responsible for their having originally sent me an altered product.  There is a thing called ""Criminal Exchance"".  I paid all my dues to Asurion and kept my side of the bargain.  They sent me a tampered with product that I could not even get repaired (unlike my original phone) and they think this is the correct level of exchange and would not honor a quality exchange.I would advise anyone to stay away from them and their service at this stage of the game."
Very easy  to deal with and quick…,DENNIS P,Rated 5 out of 5 stars,US,1 review,2018-03-12T20:55:22.000Z,,Very easy  to deal with and quick turnaround
Great job I was treated very well.,PATRICIA G,Rated 5 out of 5 stars,US,1 review,2018-03-12T19:38:11.000Z,,
Excellent 😃😃😃,CARMEN O,Rated 5 out of 5 stars,US,2 reviews,2018-03-12T18:43:41.000Z,,
Quick easy service,Brigham Colton,Rated 4 out of 5 stars,US,1 review,2018-03-12T18:09:41.000Z,,Quick easy service! Thanks.
Great experience,HEATHER G,Rated 5 out of 5 stars,US,1 review,2018-03-12T18:01:40.000Z,,This was the first time I have had an issue with any phone and I was pleasantly surprised with how painless the process was. Thanks for a great experience.
Very positive Experience.,AARON S,Rated 5 out of 5 stars,US,1 review,2018-03-12T16:57:21.000Z,,
Although paying a monthly fee of $11…,BARBARA P,Rated 5 out of 5 stars,US,1 review,2018-03-12T16:32:50.000Z,,"Although paying a monthly fee of $11 and then having to pay an additional $150 deductible is expensive to replace to a refurbished phone, the process was quick and easy.  Timelines were as promised and the phone reps very curtious and assisted in our claim."
Fast,KATHERINE C,Rated 5 out of 5 stars,US,1 review,2018-03-12T16:16:52.000Z,,"Fast, easy. Better experience that what I was anticipating"
Very professional!,Kim M,Rated 5 out of 5 stars,US,6 reviews,2018-03-12T16:08:51.000Z,,
Quick and Painless!,JUDITH H,Rated 5 out of 5 stars,US,2 reviews,2018-03-12T15:34:30.000Z,,Asurion made the process easy and efficient! No extra steps to take - so simple!
you guys are the best,AGNIESZKA G,Rated 5 out of 5 stars,US,1 review,2018-03-12T15:21:41.000Z,,
Asurion,MKP,Rated 4 out of 5 stars,US,1 review,2018-03-12T15:17:53.000Z,,Phone arrived in a timely fashion. Was easy to get replacement.
"Easy, fast process",Julie W,Rated 5 out of 5 stars,US,1 review,2018-03-12T15:16:43.000Z,,"As always, such an easy process to follow and fast!"
We submitted the claim at 8 pm on a…,Thumbs Up!,Rated 5 out of 5 stars,US,2 reviews,2018-03-12T15:07:41.000Z,,"We submitted the claim at 8 pm on a Friday evening and the replacement phone was here by 11 am the next morning. Exceeded expectations -- simple process, amazing quick timing. Thanks!"
great experience,ROBIN B,Rated 5 out of 5 stars,US,1 review,2018-03-12T15:02:27.000Z,,"great experience, no problems at all.  very professional"
Quick and satisfied.,MICHAEL M,Rated 5 out of 5 stars,US,1 review,2018-03-12T14:59:59.000Z,,
I was amazed at how the claim was…,DENNIS T,Rated 4 out of 5 stars,US,1 review,2018-03-12T14:02:29.000Z,,I was amazed at how the claim was handled!
